TABLE_ID,FLAG,NAME,N_COLS,SPACE,ROW_FORMAT,SPACE_TYPE,FILE_FORMAT,ZIP_PAGE_SIZE
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>
<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>,<blank>

